Run,Plate,Type,Row,Col,Size,Circularity,Brightness,Redness,Avg. Red,Avg. Blue,Avg. Green,Multi,Gene
2,4,Control,K,6,625,0.9456,189.3909333,1.9,191,190,185,,
2,4,Control,K,7,574,0.946,190.5267131,1.3,191,191,188,,
2,4,Control,K,8,570,0.9614,191.2327485,1.4,193,192,188,,
2,4,Control,K,9,502,0.9283,189.1035857,1.9,191,190,185,,
2,4,Control,K,10,524,0.9656,190.1806616,2.8,192,190,186,,
2,4,Control,K,11,543,0.9576,193.6304481,2.2,195,194,191,,
2,4,Control,K,12,558,0.9695,193.3285544,1.9,195,194,189,,
2,4,Control,K,13,556,0.955,193.8890887,2.3,196,194,190,,
2,4,Control,K,14,593,0.9427,193.1084879,2.2,195,194,189,,
2,4,Control,K,15,544,0.954,195.2083333,2.9,198,196,191,,
2,4,Control,K,16,541,0.9741,196.0098583,2.4,198,196,192,,
2,4,Control,K,17,539,0.9647,194.1063698,3.9,197,194,190,,
2,4,Control,K,18,552,0.9493,195.1503623,2.8,198,196,190,,
2,4,Control,K,19,546,0.9505,194.8852259,3.7,198,195,190,,
2,4,Control,K,20,565,0.954,194.3244838,3.5,197,195,189,,
2,4,Control,K,21,592,0.951,196.5855856,3.3,199,197,192,,
2,4,Control,K,22,604,0.9652,196.3967991,3.1,199,197,191,,
2,4,Control,K,23,543,0.9466,195.5365255,3.3,199,197,190,,
2,4,Control,K,24,539,0.9685,196.1366729,3.4,199,197,191,,
2,4,Control,K,25,619,0.9532,195.7646742,3.7,199,196,191,,
2,4,Control,K,26,545,0.989,196.6183486,3.2,200,198,191,,
2,4,Control,K,27,604,0.9669,197.0932671,3.5,200,197,192,,
2,4,Control,K,28,600,0.9417,197.15,3.9,201,198,192,,
2,4,Control,K,29,601,0.9501,196.4054354,3.6,199,197,192,,
2,4,Control,K,30,583,0.9949,197.1246427,4.1,201,197,192,,
2,4,Control,K,31,599,0.9549,196.1274346,4,199,196,191,,
2,4,Control,K,32,609,0.9655,195.5648604,4.4,199,196,190,,
2,4,Control,K,33,606,0.9505,195.7827283,4.9,200,196,190,,
2,4,Control,K,34,591,0.9662,195.9774394,5.3,200,196,190,,
2,4,Control,K,35,609,0.9327,195.2008758,6.2,200,195,189,,
2,4,Control,K,36,603,0.9453,195.2874516,5.7,200,196,189,,
2,4,Control,K,37,602,0.9419,194.5160576,5.9,199,195,188,,
2,4,Control,K,38,566,0.9717,193.2632509,6.3,199,193,186,,
2,4,Control,K,39,628,0.9443,193.2770701,6.1,198,194,186,,
2,4,Control,K,40,601,0.9401,193.1641708,6.5,199,193,186,,
2,4,Control,K,41,629,0.9396,192.0397456,5.5,197,192,185,,
2,4,Control,K,42,643,0.9627,190.5702436,6.8,196,191,183,,
2,4,Control,K,43,607,0.9407,191.2795167,7.3,197,191,184,,
2,4,Control,K,44,613,0.938,190.6182708,6.4,196,191,183,,
2,4,Control,K,45,631,0.9525,189.7490755,6.9,196,190,182,,
2,4,Control,K,46,630,0.9476,189.3587302,6.6,195,190,181,,
2,4,Control,K,47,992,0.9486,194.1471774,6.7,200,195,185,,
2,4,Control,K,48,1040,0.9654,193.5461538,6.1,199,194,186,,
2,4,Control,L,1,974,0.9569,192.1605065,0.7,193,193,189,,
2,4,Control,L,2,791,0.9608,190.1508639,0.7,191,191,187,,
2,4,Control,L,3,600,0.9417,187.4438889,1,189,188,184,,
2,4,Control,L,4,548,0.9343,187.7001217,1.1,189,189,184,,
2,4,Control,L,5,572,0.9563,187.8228438,1.3,189,189,184,,
2,4,Control,L,6,550,0.9636,189.2484848,1.6,191,190,186,,
2,4,Control,L,7,556,0.955,191.0053957,1.5,192,192,187,,
2,4,Control,L,8,561,0.943,189.9090909,2,192,191,186,,
2,4,Control,L,9,513,0.9552,189.322937,1.8,191,190,186,,
2,4,Control,L,10,520,0.9673,189.3474359,1.9,191,190,185,,
2,4,Control,L,11,558,0.9695,193.0860215,2.2,195,193,189,,
2,4,Control,L,12,533,0.9512,194.3164478,2.3,196,195,190,,
2,4,Control,L,13,553,0.9548,192.5635925,2.4,195,193,188,,
2,4,Control,L,14,544,0.9761,193.9938725,2.4,196,194,190,,
2,4,Control,L,15,532,0.953,195.7280702,2.4,198,196,193,,
2,4,Control,L,16,534,0.9551,195.2409488,2.5,197,196,191,,
2,4,Control,L,17,556,0.9604,195.5215827,3,198,196,190,,
2,4,Control,L,18,566,0.9682,195.8822144,3.2,199,196,191,,
2,4,Control,L,19,553,0.9403,195.2640145,2.6,198,196,190,,
2,4,Control,L,20,553,0.9638,195.331525,2.9,198,196,190,,
2,4,Control,L,21,592,0.9747,196.6086712,3.3,199,197,192,,
2,4,Control,L,22,604,0.9338,197.4238411,2.8,200,198,193,,
2,4,Control,L,23,493,0.9615,196.0182556,3.2,199,197,191,,
2,4,Control,L,24,471,0.9766,195.6468507,3.8,199,196,190,,
2,4,Control,L,25,540,0.9741,196.3574074,3.9,200,197,191,,
2,4,Control,L,26,483,0.9731,195.3988958,3.8,199,196,190,,
2,4,Control,L,27,591,0.9577,197.2047377,3.8,200,198,192,,
2,4,Control,L,28,583,0.9949,196.8067467,3.9,200,197,192,,
2,4,Control,L,29,566,0.9717,196.4693757,3.7,200,197,191,,
2,4,Control,L,30,552,0.9656,195.343599,4.4,199,196,190,,
2,4,Control,L,31,583,0.9503,195.9616924,4.6,200,196,190,,
2,4,Control,L,32,593,0.9798,195.5559303,4.7,199,196,190,,
2,4,Control,L,33,581,0.9673,195.9391853,5.3,200,196,190,,
2,4,Control,L,34,580,0.9741,196.6402299,5.3,201,197,191,,
2,4,Control,L,35,580,0.9828,195.6994253,5.4,200,196,189,,
2,4,Control,L,36,588,0.9558,195.3928571,5.9,200,196,189,,
2,4,Control,L,37,568,0.956,194.3849765,6.2,200,195,188,,
2,4,Control,L,38,557,0.9623,194.0149611,5.7,199,194,188,,
2,4,Control,L,39,573,0.9773,193.3158813,6.2,199,194,186,,
2,4,Control,L,40,552,0.9638,191.9806763,6.7,198,192,185,,
2,4,Control,L,41,556,0.9424,191.028777,6.4,196,191,184,,
2,4,Control,L,42,536,0.9757,190.6169154,6.4,196,191,183,,
2,4,Control,L,43,578,0.9671,190.4821223,6.8,196,191,183,,
2,4,Control,L,44,555,0.9676,188.9135135,7,195,190,181,,
2,4,Control,L,45,615,0.9561,188.7821138,6.1,194,190,181,,
2,4,Control,L,46,655,0.9557,190.4524173,7.6,197,191,182,,
2,4,Control,L,47,883,0.9615,193.189883,6.8,199,194,185,,
2,4,Control,L,48,981,0.9358,193.2004757,6.5,199,194,185,,
2,4,Control,M,1,996,0.9568,192.1495984,0.8,193,193,189,,
2,4,Control,M,2,804,0.9415,190.2669983,1.3,192,191,187,,
2,4,Control,M,3,629,0.9618,186.6576577,1,188,188,183,,
2,4,Control,M,4,607,0.9275,188.0241625,1.5,190,189,184,,
2,4,Control,M,5,577,0.9619,188.7250144,1.4,190,190,185,,
2,4,Control,M,6,560,0.9464,189.2291667,1.7,191,190,185,,
2,4,Control,M,7,543,0.9761,189.1663597,1.7,191,190,186,,
2,4,Control,M,8,550,0.9509,191.0012121,2.1,193,192,187,,
2,4,Control,M,9,530,0.9623,190.8955975,2.2,193,191,187,,
2,4,Control,M,10,540,0.9426,191.3592593,2.1,193,192,187,,
2,4,Control,M,11,556,0.9406,191.8495204,1.9,194,193,188,,
2,4,Control,M,12,593,0.9781,193.7121979,2.3,196,194,189,,
2,4,Control,M,13,522,0.9713,190.2292465,2.4,192,191,186,,
2,4,Control,M,14,525,0.9486,189.6653968,2.5,192,190,185,,
2,4,Control,M,15,589,0.961,194.4199208,2.5,197,195,190,,
2,4,Control,M,16,582,0.9588,194.9089347,2.2,197,196,191,,
2,4,Control,M,17,555,0.9658,195.403003,3.2,198,196,191,,
2,4,Control,M,18,581,0.9811,195.5542169,3.1,198,196,191,,
2,4,Control,M,19,610,0.959,195.7546448,3.2,199,196,191,,
2,4,Control,M,20,590,0.9678,196.3751412,2.9,199,197,191,,
2,4,Control,M,21,604,0.9503,196.5452539,2.9,199,197,192,,
2,4,Control,M,22,611,0.9607,196.8843426,3.1,200,198,192,,
2,4,Control,M,23,605,0.962,195.9829201,3.3,199,197,191,,
2,4,Control,M,24,600,0.9417,196.0972222,2.3,199,197,191,,
2,4,Control,M,25,613,0.938,197.3322458,3.2,200,198,192,,
2,4,Control,M,26,598,0.9632,196.7943144,3.9,200,197,192,,
2,4,Control,M,27,593,0.9747,198.3350197,3.5,201,198,194,,
2,4,Control,M,28,605,0.9405,197.522865,3.6,201,198,192,,
2,4,Control,M,29,579,0.9603,197.1416235,3.9,201,198,191,,
2,4,Control,M,30,576,0.9601,196.4947917,3.8,200,197,191,,
2,4,Control,M,31,597,0.9749,197.3634841,4.4,201,198,192,,
2,4,Control,M,32,591,0.9543,196.2306825,4.3,200,197,190,,
2,4,Control,M,33,593,0.9696,196.2456436,4.9,200,196,191,,
2,4,Control,M,34,593,0.968,196.2366498,5,201,197,190,,
2,4,Control,M,35,586,0.959,195.4852105,5.2,200,196,189,,
2,4,Control,M,36,569,0.9842,194.9548916,5.4,200,195,188,,
2,4,Control,M,37,618,0.966,193.9056095,6.3,199,194,187,,
2,4,Control,M,38,577,0.9671,193.492201,5.9,199,194,187,,
2,4,Control,M,39,608,0.9605,193.6156798,5.6,199,194,187,,
2,4,Control,M,40,570,0.9842,192.0538012,6.3,198,193,185,,
2,4,Control,M,41,600,0.9567,192.1905556,5.2,197,193,185,,
2,4,Control,M,42,583,0.9777,190.7998856,6.3,196,191,184,,
2,4,Control,M,43,629,0.9571,190.2299947,7.2,196,190,183,,
2,4,Control,M,44,627,0.9362,189.0132908,7.1,195,190,181,,
2,4,Control,M,45,634,0.9464,188.4011567,6.8,195,189,180,,
2,4,Control,M,46,614,0.93,187.7166124,6.5,194,189,179,,
2,4,Control,M,47,865,0.9642,192.5421965,6.6,199,194,184,,
2,4,Control,M,48,976,0.957,193.1407104,5.8,198,194,185,,
2,4,Control,N,1,978,0.9468,191.809816,0.9,193,193,189,,
2,4,Control,N,2,826,0.9407,190.5294592,0.9,192,191,187,,
2,4,Control,N,3,600,0.9617,187.855,0.8,189,189,184,,
2,4,Control,N,4,555,0.9495,186.9855856,1.4,188,188,183,,
2,4,Control,N,5,571,0.9685,188.0776416,1.5,190,189,184,,
2,4,Control,N,6,552,0.9547,189.0030193,1.2,190,190,185,,
2,4,Control,N,7,542,0.9668,189.2939729,1.7,191,190,186,,
2,4,Control,N,8,539,0.9685,190.0760668,1.2,191,191,187,,
2,4,Control,N,9,521,0.9597,190.2808701,1.5,192,191,186,,
2,4,Control,N,10,527,0.9469,190.113852,2.3,192,191,185,,
2,4,Control,N,11,548,0.9745,192.8497567,2.1,195,194,188,,
2,4,Control,N,12,537,0.9646,192.6617008,2.2,195,193,188,,
2,4,Control,N,13,540,0.9556,190.4975309,2.5,193,191,186,,
2,4,Control,N,14,515,0.9495,190.7631068,2,193,192,186,,
2,4,Control,N,15,561,0.9554,195.6708259,2.9,198,196,191,,
2,4,Control,N,16,552,0.9547,195.2022947,2.5,197,196,191,,
2,4,Control,N,17,558,0.948,195.5758662,3,198,196,191,,
2,4,Control,N,18,549,0.9545,195.8658166,2.7,198,197,191,,
2,4,Control,N,19,574,0.9826,195.8089431,2.9,199,197,191,,
2,4,Control,N,20,570,0.9807,196.5660819,4,200,197,191,,
2,4,Control,N,21,570,0.9702,197.2274854,3.6,200,198,192,,
2,4,Control,N,22,562,0.9644,195.9240807,2.6,198,197,191,,
2,4,Control,N,23,564,0.945,195.7689125,3.3,199,197,190,,
2,4,Control,N,24,549,0.9727,195.295082,3.5,199,196,190,,
2,4,Control,N,25,571,0.9685,196.3485114,4.3,200,197,191,,
2,4,Control,N,26,550,0.9636,196.0230303,3.1,199,197,191,,
2,4,Control,N,27,562,0.9822,196.2330961,2.9,199,197,191,,
2,4,Control,N,28,559,0.9624,196.5933214,3.9,200,197,191,,
2,4,Control,N,29,555,0.9712,196.2708709,4.2,200,197,191,,
2,4,Control,N,30,547,0.9616,196.2492383,4,200,197,190,,
2,4,Control,N,31,578,0.9516,197.6164937,4.5,201,198,192,,
2,4,Control,N,32,569,0.9649,196.6074985,4.8,201,197,190,,
2,4,Control,N,33,576,0.9826,195.3443287,5.1,200,196,189,,
2,4,Control,N,34,583,0.9691,195.2287021,5.7,200,195,189,,
2,4,Control,N,35,557,0.9551,194.7037702,5.9,200,195,188,,
2,4,Control,N,36,571,0.9825,194.2340922,5.8,199,195,187,,
2,4,Control,N,37,566,0.9505,193.7921084,6.4,199,194,186,,
2,4,Control,N,38,561,0.9537,193.1402258,6.8,199,193,186,,
2,4,Control,N,39,568,0.9613,193.8016432,6.1,199,194,187,,
2,4,Control,N,40,566,0.9523,192.5747939,6.3,198,193,185,,
2,4,Control,N,41,562,0.9484,192.4080664,5.8,198,193,185,,
2,4,Control,N,42,574,0.9774,191.5319396,6.1,197,192,185,,
2,4,Control,N,43,569,0.9631,190.2694786,6.5,196,191,183,,
2,4,Control,N,44,576,0.9497,190.2002315,5.8,195,191,183,,
2,4,Control,N,45,567,0.9506,188.6231628,6.4,194,189,181,,
2,4,Control,N,46,593,0.9713,189.2405846,6.4,195,190,181,,
2,4,Control,N,47,865,0.9572,192.0385356,6.7,198,193,183,,
2,4,Control,N,48,949,0.9631,193.056902,6,198,194,186,,
2,4,Control,O,1,968,0.9556,190.714876,1,192,191,188,,
2,4,Control,O,2,803,0.9377,190.2748028,1.1,191,191,187,,
2,4,Control,O,3,614,0.9528,187.5803474,1.5,189,188,184,,
2,4,Control,O,4,598,0.9565,187.7268673,1.1,189,188,184,,
2,4,Control,O,5,576,0.9566,188.443287,2.1,190,189,185,,
2,4,Control,O,6,568,0.9419,188.6226526,1.7,190,189,185,,
2,4,Control,O,7,553,0.9638,190.5473177,1.5,192,191,187,,
2,4,Control,O,8,565,0.9646,189.1380531,1.7,191,190,186,,
2,4,Control,O,9,573,0.9791,189.7812682,1.8,191,190,186,,
2,4,Control,O,10,534,0.9419,191.3626717,2.7,194,192,187,,
2,4,Control,O,11,557,0.939,191.4374626,2,193,192,188,,
2,4,Control,O,12,559,0.9642,192.8449612,3.3,195,193,189,,
2,4,Control,O,13,575,0.967,193.1333333,2,195,194,189,,
2,4,Control,O,14,587,0.9779,194.5877342,2.1,197,196,190,,
2,4,Control,O,15,562,0.9573,195.9590747,2.6,198,196,192,,
2,4,Control,O,16,582,0.9485,196.1311569,2.7,199,197,192,,
2,4,Control,O,17,587,0.9642,195.9346962,2.8,199,197,191,,
2,4,Control,O,18,560,0.9696,195.425,4.1,199,195,191,,
2,4,Control,O,19,594,0.9428,196.8159371,2.9,200,198,192,,
2,4,Control,O,20,564,0.9557,195.8161939,3.7,199,196,191,,
2,4,Control,O,21,624,0.9423,197.4626068,3.7,201,198,192,,
2,4,Control,O,22,590,0.9881,196.8016949,3.3,200,198,191,,
2,4,Control,O,23,597,0.9648,197.4265773,2.6,200,199,192,,
2,4,Control,O,24,575,0.9617,196.7756522,3.3,200,198,191,,
2,4,Control,O,25,643,0.9487,198.6656299,3.4,202,200,193,,
2,4,Control,O,26,616,0.9675,197.4085498,3.3,200,198,192,,
2,4,Control,O,27,628,0.9682,198.514862,3.7,202,199,193,,
2,4,Control,O,28,598,0.9548,197.4944259,3.2,201,199,192,,
2,4,Control,O,29,580,0.9397,197.0758621,3.9,201,198,192,,
2,4,Control,O,30,579,0.962,196.9476108,4.5,201,197,192,,
2,4,Control,O,31,613,0.9608,197.5535617,4.6,202,198,192,,
2,4,Control,O,32,604,0.9586,196.7339956,4.6,201,197,190,,
2,4,Control,O,33,585,0.9795,196.8176638,4,201,198,191,,
2,4,Control,O,34,589,0.9677,196.2280702,5,201,197,190,,
2,4,Control,O,35,569,0.9649,194.8025776,5.6,200,196,188,,
2,4,Control,O,36,580,0.9603,194.9505747,5.7,200,195,188,,
2,4,Control,O,37,587,0.9676,193.9659284,5.7,199,194,187,,
2,4,Control,O,38,568,0.963,193.508216,6.1,198,193,187,,
2,4,Control,O,39,618,0.9676,192.7373247,6.3,198,193,186,,
2,4,Control,O,40,617,0.9595,192.5813074,5.9,198,193,185,,
2,4,Control,O,41,556,0.955,191.0989209,5.2,196,192,185,,
2,4,Control,O,42,563,0.9538,191.3013618,4.5,195,192,185,,
2,4,Control,O,43,543,0.9632,187.9422959,5,193,189,180,,
2,4,Control,O,44,539,0.9647,185.8447743,5.4,191,187,178,,
2,4,Control,O,45,597,0.9648,187.9676159,5.2,193,189,181,,
2,4,Control,O,46,603,0.932,187.2985075,6.9,194,189,178,,
2,4,Control,O,47,869,0.9597,192.1515152,6.6,198,193,183,,
2,4,Control,O,48,933,0.9507,191.8277956,4.9,196,192,185,,
2,4,Control,P,1,951,0.9569,190.9663512,1.1,192,191,189,,
2,4,Control,P,2,789,0.9531,190.5969582,1.2,192,191,187,,
2,4,Control,P,3,606,0.9455,187.4972497,1.8,189,188,184,,
2,4,Control,P,4,556,0.9317,186.7775779,1.6,188,187,183,,
2,4,Control,P,5,593,0.946,188.0286678,1.4,189,188,185,,
2,4,Control,P,6,558,0.9444,188.578853,1.9,190,189,185,,
2,4,Control,P,7,565,0.9628,189.2690265,1.8,191,190,186,,
2,4,Control,P,8,559,0.9481,189.8789505,2.3,192,190,186,,
2,4,Control,P,9,543,0.9576,190.7366483,2.2,192,191,188,,
2,4,Control,P,10,564,0.9699,190.7594563,2.1,193,191,187,,
2,4,Control,P,11,555,0.955,191.9291291,3.1,194,192,188,,
2,4,Control,P,12,551,0.9601,192.6678766,3.2,195,193,189,,
2,4,Control,P,13,554,0.9675,195.7045728,2.5,198,196,192,,
2,4,Control,P,14,575,0.9513,194.0133333,2.8,196,194,190,,
2,4,Control,P,15,571,0.951,194.6935201,2.3,197,196,190,,
2,4,Control,P,16,559,0.9624,195.5134168,3.2,198,196,191,,
2,4,Control,P,17,567,0.9594,196.1199295,3.5,199,197,191,,
2,4,Control,P,18,564,0.945,196.3126478,3.7,199,197,191,,
2,4,Control,P,19,548,0.9526,196.2627737,3.6,199,197,191,,
2,4,Control,P,20,571,0.9527,196.2148278,4,200,197,191,,
2,4,Control,P,21,548,0.958,196.3010949,3.5,199,197,191,,
2,4,Control,P,22,582,0.9708,196.7863688,2.7,199,198,192,,
2,4,Control,P,23,557,0.9749,196.8868941,2.7,200,198,192,,
2,4,Control,P,24,550,0.9855,196.1636364,3.4,199,197,191,,
2,4,Control,P,25,611,0.9574,197.6868522,3.1,200,198,193,,
2,4,Control,P,26,587,0.9659,197.0681431,4.1,201,198,191,,
2,4,Control,P,27,574,0.9652,197.35482,3.5,200,198,192,,
2,4,Control,P,28,576,0.9774,197.1284722,3.4,200,198,191,,
2,4,Control,P,29,552,0.9601,196.6757246,3.6,200,198,191,,
2,4,Control,P,30,543,0.965,196.5365255,4.3,200,197,191,,
2,4,Control,P,31,585,0.947,196.2062678,4.6,200,197,190,,
2,4,Control,P,32,596,0.9413,196.8271812,4.6,201,198,190,,
2,4,Control,P,33,587,0.9642,195.9483248,5.1,201,197,189,,
2,4,Control,P,34,582,0.9622,196.1363116,5.2,201,197,190,,
2,4,Control,P,35,558,0.9391,195.6427718,5.1,200,196,189,,
2,4,Control,P,36,578,0.974,194.6585928,5.5,199,195,188,,
2,4,Control,P,37,560,0.9554,194.6541667,6.1,200,194,188,,
2,4,Control,P,38,574,0.9547,194.8135889,5.4,200,196,188,,
2,4,Control,P,39,599,0.9683,194.1697273,6,199,194,188,,
2,4,Control,P,40,617,0.9692,192.5775257,5.8,197,193,186,,
2,4,Control,P,41,510,0.9451,190.1647059,5.1,194,190,185,,
2,4,Control,P,42,551,0.971,190.7120387,5.2,195,191,185,,
2,4,Control,P,43,545,0.9596,186.2287462,5.4,191,187,179,,
2,4,Control,P,44,508,0.9587,187.0150919,6.1,192,188,179,,
2,4,Control,P,45,579,0.9482,187.6689695,5.6,193,189,180,,
2,4,Control,P,46,571,0.9615,188.0396964,6.6,194,188,180,,
2,4,Control,P,47,881,0.9512,192.2012864,4.9,197,193,186,,
2,4,Control,P,48,962,0.9532,191.8880804,4.6,196,193,186,,
2,4,Control,Q,1,999,0.96,191.1628295,0.7,192,192,189,,
2,4,Control,Q,2,821,0.9586,190.3597239,1.9,192,191,187,,
2,4,Control,Q,3,647,0.9753,189.3307573,0.9,190,190,186,,
2,4,Control,Q,4,568,0.956,188.0446009,1.3,189,189,185,,
2,4,Control,Q,5,582,0.9622,189.0904926,1.9,191,190,185,,
2,4,Control,Q,6,568,0.9454,189.4125587,1.9,191,190,186,,
2,4,Control,Q,7,556,0.9514,191.0761391,2.1,193,191,188,,
2,4,Control,Q,8,574,0.9756,190.3101045,2.3,192,191,186,,
2,4,Control,Q,9,566,0.9664,191.9575972,2.4,194,193,188,,
2,4,Control,Q,10,569,0.9578,191.7305214,2.4,194,192,187,,
2,4,Control,Q,11,567,0.9436,193.191652,2.4,195,194,189,,
2,4,Control,Q,12,558,0.9606,193.7150538,2.3,196,194,190,,
2,4,Control,Q,13,581,0.9535,194.2065404,2.5,197,195,190,,
2,4,Control,Q,14,622,0.955,193.6312969,2.9,196,194,189,,
2,4,Control,Q,15,609,0.9606,196.0930487,3.2,199,196,192,,
2,4,Control,Q,16,564,0.9504,196.2068558,3,199,197,191,,
2,4,Control,Q,17,577,0.9584,194.0976314,3,197,195,189,,
2,4,Control,Q,18,539,0.9777,194.4223871,4.9,199,195,188,,
2,4,Control,Q,19,620,0.9597,197.8010753,3.3,201,198,193,,
2,4,Control,Q,20,556,0.9371,196.08753,3.9,200,197,190,,
2,4,Control,Q,21,587,0.9864,197.5638842,3.4,201,198,192,,
2,4,Control,Q,22,573,0.986,197.7114602,3.3,201,199,192,,
2,4,Control,Q,23,579,0.9637,196.9303397,3.2,200,198,192,,
2,4,Control,Q,24,557,0.9605,197.567325,3,200,198,192,,
2,4,Control,Q,25,618,0.9531,198.3624595,3.9,202,199,193,,
2,4,Control,Q,26,587,0.9864,198.6643952,4.3,202,199,193,,
2,4,Control,Q,27,571,0.9737,198.5522475,3.5,202,199,193,,
2,4,Control,Q,28,540,0.9519,196.3728395,3.4,200,197,191,,
2,4,Control,Q,29,571,0.9597,196.6123759,4.4,201,198,190,,
2,4,Control,Q,30,575,0.953,197.8411594,4,202,199,192,,
2,4,Control,Q,31,571,0.9492,197.3298307,4.9,201,198,191,,
2,4,Control,Q,32,571,0.979,196.27554,4.9,201,197,189,,
2,4,Control,Q,33,584,0.964,197.1078767,4.8,201,198,191,,
2,4,Control,Q,34,552,0.971,195.9692029,5.3,201,197,189,,
2,4,Control,Q,35,556,0.9676,196.807554,4.8,201,198,190,,
2,4,Control,Q,36,565,0.9699,194.480236,5.8,199,195,188,,
2,4,Control,Q,37,554,0.9549,194.9079422,5.7,200,195,189,,
2,4,Control,Q,38,562,0.9466,194.1755635,5.9,199,195,187,,
2,4,Control,Q,39,588,0.9745,194.7573696,5.4,200,195,188,,
2,4,Control,Q,40,585,0.9863,192.9361823,5.5,198,193,186,,
2,4,Control,Q,41,584,0.9521,192.9674658,5,197,193,187,,
2,4,Control,Q,42,597,0.9631,191.8224456,6,197,192,185,,
2,4,Control,Q,43,564,0.9521,190.3699764,6,195,191,183,,
2,4,Control,Q,44,581,0.9294,190.5283993,5.2,195,191,183,,
2,4,Control,Q,45,632,0.962,189.8422996,4.9,194,191,183,,
2,4,Control,Q,46,648,0.9614,189.2438272,5.5,194,190,182,,
2,4,Control,Q,47,897,0.9632,192.1516165,5.5,197,193,184,,
2,4,Control,Q,48,936,0.9679,192.4237892,5.1,197,193,186,,
2,4,Control,R,1,982,0.9562,191.4405974,1.1,192,192,189,,
2,4,Control,R,2,794,0.961,190.4685139,1.4,192,191,187,,
2,4,Control,R,3,625,0.9584,187.9882667,1.7,190,189,184,,
2,4,Control,R,4,559,0.9517,187.3512224,1.5,189,188,184,,
2,4,Control,R,5,581,0.9398,189.3878371,1.4,191,190,186,,
2,4,Control,R,6,575,0.9687,189.8313043,1.9,191,190,186,,
2,4,Control,R,7,553,0.9421,189.5581676,2.1,191,190,186,,
2,4,Control,R,8,539,0.9443,189.9666048,2,192,190,186,,
2,4,Control,R,9,538,0.9628,191.1431227,2.4,193,191,187,,
2,4,Control,R,10,533,0.955,191.9799875,2.5,194,192,188,,
2,4,Control,R,11,583,0.9468,192.5620354,3.2,195,193,188,,
2,4,Control,R,12,563,0.9698,193.8342214,1.9,196,194,190,,
2,4,Control,R,13,578,0.9446,194.1810842,3.1,197,195,189,,
2,4,Control,R,14,577,0.9653,194.9422299,2.3,197,195,191,,
2,4,Control,R,15,561,0.9465,195.8900772,3.2,199,196,191,,
2,4,Control,R,16,571,0.9615,194.9305312,3,198,195,190,,
2,4,Control,R,17,534,0.9476,194.0667915,3.4,197,195,189,,
2,4,Control,R,18,535,0.972,194.070405,4.1,198,195,188,,
2,4,Control,R,19,570,0.9772,196.8093567,3.7,200,197,192,,
2,4,Control,R,20,566,0.9735,197.1778563,3.9,201,198,192,,
2,4,Control,R,21,559,0.966,197.1645796,3.6,201,198,191,,
2,4,Control,R,22,566,0.9452,196.6360424,3.9,200,198,191,,
2,4,Control,R,23,565,0.9788,196.9085546,3.3,200,198,192,,
2,4,Control,R,24,556,0.9496,196.9298561,3.5,200,197,192,,
2,4,Control,R,25,581,0.9656,199.2472748,4.3,203,200,194,,
2,4,Control,R,26,585,0.9761,198.025641,4.5,202,199,192,,
2,4,Control,R,27,547,0.9817,196.9926874,4.8,201,197,191,,
2,4,Control,R,28,539,0.9722,197.5701917,3.8,201,198,192,,
2,4,Control,R,29,569,0.9824,197.5196251,4.3,201,198,191,,
2,4,Control,R,30,577,0.9775,197.4049682,3.9,201,198,191,,
2,4,Control,R,31,576,0.9583,197.583912,4.9,202,198,191,,
2,4,Control,R,32,578,0.9637,197.4625144,4.4,202,198,191,,
2,4,Control,R,33,558,0.9444,197.1409797,4.5,201,198,190,,
2,4,Control,R,34,560,0.9571,196.6297619,4.3,201,198,190,,
2,4,Control,R,35,549,0.9417,195.8245294,5,200,196,189,,
2,4,Control,R,36,568,0.9577,195.314554,5.5,200,196,188,,
2,4,Control,R,37,579,0.9724,195.2982153,4.9,200,196,189,,
2,4,Control,R,38,580,0.9466,194.3867816,4.3,198,195,188,,
2,4,Control,R,39,599,0.9516,194.5687257,5.3,199,195,188,,
2,4,Control,R,40,603,0.9619,194.4223328,5.9,200,195,187,,
2,4,Control,R,41,613,0.9608,192.7134312,6,198,193,185,,
2,4,Control,R,42,609,0.9524,191.5834702,6,197,192,185,,
2,4,Control,R,43,531,0.9736,191.047081,5.7,196,191,184,,
2,4,Control,R,44,569,0.9578,190.5963679,5.1,195,192,183,,
2,4,Control,R,45,596,0.9446,189.7248322,5.4,194,190,183,,
2,4,Control,R,46,620,0.9355,189.6887097,5.6,195,191,181,,
2,4,Control,R,47,876,0.9658,192.9729833,5.7,198,194,186,,
2,4,Control,R,48,988,0.9555,193.5084345,4.4,197,194,187,,
2,4,Control,S,1,1073,0.9674,192.378689,1.6,194,193,189,,
2,4,Control,S,2,821,0.9598,191.2610637,2.1,193,192,187,,
2,4,Control,S,3,654,0.9679,189.5688073,1.8,191,190,187,,
2,4,Control,S,4,563,0.952,188.8626406,1,190,189,186,,
2,4,Control,S,5,600,0.9633,189.4933333,2,191,190,186,,
2,4,Control,S,6,592,0.9611,189.857545,1.8,191,190,186,,
2,4,Control,S,7,587,0.9387,190.6615559,2.2,192,191,187,,
2,4,Control,S,8,529,0.9584,191.7794581,2.8,194,192,188,,
2,4,Control,S,9,583,0.9485,192.3676387,1.8,194,193,189,,
2,4,Control,S,10,576,0.9635,192.365162,2.6,194,193,188,,
2,4,Control,S,11,570,0.9596,193.797076,3.4,196,194,190,,
